cc-set 41,26,26
cc-set 42,18,18
cc-set 54,7,7
cc-set 56,11,11
cc-set 57,6,6
cc-set 67,0,0
cc-set 78,8,8
cc-set 79,10,10
cc-set 99,20,20
cc-set100,17,17
cc-set102,17,17
cc-set103,22,22
cc-set109,14,14
cc-set139,3,3
cc-set140,15,15
cc-set142,0,0
cc-set144,0,0
cc-set146,0,0
cc-set148,3,3
cc-set149,0,0
cc-set170,31,31
cc-set171,29,29
cc-set172,21,21
cc-set26,1,1
cc-set27,22,30
